,school_name,type,student_name,budget
29177,Rodriguez High School,District,Brenda Cohen,2547363
29178,Rodriguez High School,District,Joseph Gibson,2547363
29179,Rodriguez High School,District,Dawn Torres,2547363
29180,Rodriguez High School,District,Andrea Bell,2547363
29181,Rodriguez High School,District,Adam Curtis,2547363
29182,Rodriguez High School,District,Ashley Patel,2547363
29183,Rodriguez High School,District,Jennifer Simmons,2547363
29184,Rodriguez High School,District,Rachel Mitchell,2547363
29185,Rodriguez High School,District,Victoria Schultz,2547363
29186,Rodriguez High School,District,Tamara Sloan,2547363
29187,Rodriguez High School,District,Jack Powell,2547363
29188,Rodriguez High School,District,Charles Smith,2547363
29189,Rodriguez High School,District,Shawn Farmer,2547363
29190,Rodriguez High School,District,Karen Cortez,2547363
29191,Rodriguez High School,District,Dylan Briggs,2547363
29192,Rodriguez High School,District,Denise Boone,2547363
29193,Rodriguez High School,District,Erika Grant,2547363
29194,Rodriguez High School,District,Matthew Marks,2547363
29195,Rodriguez High School,District,James Steele,2547363
29196,Rodriguez High School,District,Janice Schaefer,2547363
29197,Rodriguez High School,District,Ruben Mullins,2547363
29198,Rodriguez High School,District,Cory Butler,2547363
29199,Rodriguez High School,District,Julie Meyer,2547363
29200,Rodriguez High School,District,Jennifer Snyder,2547363
29201,Rodriguez High School,District,Danielle Brown MD,2547363
29202,Rodriguez High School,District,Emily Lyons,2547363
29203,Rodriguez High School,District,Emma Tanner,2547363
29204,Rodriguez High School,District,Joanne Diaz,2547363
29205,Rodriguez High School,District,Lawrence Jones,2547363
29206,Rodriguez High School,District,Melissa Martinez,2547363
29207,Rodriguez High School,District,Jorge Stanley,2547363
29208,Rodriguez High School,District,Kyle Ford,2547363
29209,Rodriguez High School,District,Chad Clark,2547363
29210,Rodriguez High School,District,Robert Holloway,2547363
29211,Rodriguez High School,District,Jacqueline Brown,2547363
29212,Rodriguez High School,District,Natasha Harding,2547363
29213,Rodriguez High School,District,Sheila Rios,2547363
29214,Rodriguez High School,District,Cesar James,2547363
29215,Rodriguez High School,District,Meagan Oconnor,2547363
29216,Rodriguez High School,District,Megan Walker,2547363
29217,Rodriguez High School,District,Brittany York,2547363
29218,Rodriguez High School,District,Kelly Frey,2547363
29219,Rodriguez High School,District,Jeremy Scott,2547363
29220,Rodriguez High School,District,Alan Ramos,2547363
29221,Rodriguez High School,District,Scott Stanton,2547363
29222,Rodriguez High School,District,John Salinas,2547363
29223,Rodriguez High School,District,Robert Keller,2547363
29224,Rodriguez High School,District,Amanda Frederick,2547363
29225,Rodriguez High School,District,Audrey Rhodes,2547363
29226,Rodriguez High School,District,Jessica Spears,2547363
29227,Rodriguez High School,District,Jason Barr,2547363
29228,Rodriguez High School,District,Kimberly Alvarado,2547363
29229,Rodriguez High School,District,Kristen Henderson,2547363
29230,Rodriguez High School,District,Mark Garcia,2547363
29231,Rodriguez High School,District,James Harvey,2547363
29232,Rodriguez High School,District,Margaret Price,2547363
29233,Rodriguez High School,District,Harry Yates,2547363
29234,Rodriguez High School,District,Nathaniel Ellison,2547363
29235,Rodriguez High School,District,Connie Hernandez,2547363
29236,Rodriguez High School,District,David Morales,2547363
29237,Rodriguez High School,District,Chase Morrison,2547363
29238,Rodriguez High School,District,Andrea Morales,2547363
29239,Rodriguez High School,District,Brenda Wallace,2547363
29240,Rodriguez High School,District,Ashley Hamilton,2547363
29241,Rodriguez High School,District,Lindsey Morris,2547363
29242,Rodriguez High School,District,Miss Misty Wood,2547363
29243,Rodriguez High School,District,Julie Lawrence,2547363
29244,Rodriguez High School,District,Jeffrey Everett,2547363
29245,Rodriguez High School,District,Michael Jenkins,2547363
29246,Rodriguez High School,District,Brooke Thompson,2547363
29247,Rodriguez High School,District,Terry Morris,2547363
29248,Rodriguez High School,District,Tyler Williams,2547363
29249,Rodriguez High School,District,Kenneth Mills,2547363
29250,Rodriguez High School,District,Joyce White,2547363
29251,Rodriguez High School,District,Jason Daugherty,2547363
29252,Rodriguez High School,District,Maria Nelson,2547363
29253,Rodriguez High School,District,Martin Jones,2547363
29254,Rodriguez High School,District,Sarah Marshall,2547363
29255,Rodriguez High School,District,Elizabeth Brown,2547363
29256,Rodriguez High School,District,Mary Huff,2547363
29257,Rodriguez High School,District,Joshua Anderson,2547363
29258,Rodriguez High School,District,Michael Grimes,2547363
29259,Rodriguez High School,District,Tara Gordon,2547363
29260,Rodriguez High School,District,Michael Rivas,2547363
29261,Rodriguez High School,District,Lawrence Jackson,2547363
29262,Rodriguez High School,District,Heather Hart,2547363
29263,Rodriguez High School,District,Crystal Torres,2547363
29264,Rodriguez High School,District,Valerie Jones,2547363
29265,Rodriguez High School,District,Linda Chavez,2547363
29266,Rodriguez High School,District,Jesse Massey,2547363
29267,Rodriguez High School,District,Sara Bryant,2547363
29268,Rodriguez High School,District,Tyler Cantu,2547363
29269,Rodriguez High School,District,Michelle Hayes,2547363
29270,Rodriguez High School,District,Shawn Johnson,2547363
29271,Rodriguez High School,District,Candice Howard,2547363
29272,Rodriguez High School,District,Christopher Chambers,2547363
29273,Rodriguez High School,District,George Reyes,2547363
29274,Rodriguez High School,District,Ryan Walker,2547363
29275,Rodriguez High School,District,Vincent Newman,2547363
29276,Rodriguez High School,District,Hector Brooks,2547363
29277,Rodriguez High School,District,Philip Willis,2547363
29278,Rodriguez High School,District,William Harrison,2547363
29279,Rodriguez High School,District,James Norman,2547363
29280,Rodriguez High School,District,Jason Vargas,2547363
29281,Rodriguez High School,District,Robin Lee,2547363
29282,Rodriguez High School,District,Matthew Miller,2547363
29283,Rodriguez High School,District,Ryan Gomez,2547363
29284,Rodriguez High School,District,Cindy Lee,2547363
29285,Rodriguez High School,District,Christopher Baker,2547363
29286,Rodriguez High School,District,Brian Lee,2547363
29287,Rodriguez High School,District,Matthew Walton,2547363
29288,Rodriguez High School,District,David Jimenez,2547363
29289,Rodriguez High School,District,Tyler Ellison,2547363
29290,Rodriguez High School,District,April Duarte,2547363
29291,Rodriguez High School,District,Bobby Miller,2547363
29292,Rodriguez High School,District,Samantha Schmitt,2547363
29293,Rodriguez High School,District,Nancy Smith,2547363
29294,Rodriguez High School,District,Michael Hicks,2547363
29295,Rodriguez High School,District,Kayla Simpson,2547363
29296,Rodriguez High School,District,Travis Howell,2547363
29297,Rodriguez High School,District,Christine Clark,2547363
29298,Rodriguez High School,District,Austin Armstrong,2547363
29299,Rodriguez High School,District,Karen Rivers,2547363
29300,Rodriguez High School,District,Christopher Rodriguez,2547363
29301,Rodriguez High School,District,Charles King,2547363
29302,Rodriguez High School,District,Jonathan Maldonado MD,2547363
29303,Rodriguez High School,District,Shannon Willis,2547363
29304,Rodriguez High School,District,Michelle Osborne,2547363
29305,Rodriguez High School,District,Kim Reynolds,2547363
29306,Rodriguez High School,District,Brad Ross,2547363
29307,Rodriguez High School,District,Rachel Allen,2547363
29308,Rodriguez High School,District,Edward Taylor,2547363
29309,Rodriguez High School,District,Jillian Douglas,2547363
29310,Rodriguez High School,District,Mrs. Ashley Martin,2547363
29311,Rodriguez High School,District,Cody Powers,2547363
29312,Rodriguez High School,District,Jeremy Bryant,2547363
29313,Rodriguez High School,District,Michael Quinn,2547363
29314,Rodriguez High School,District,William Wagner,2547363
29315,Rodriguez High School,District,Linda Smith,2547363
29316,Rodriguez High School,District,Sharon Hill,2547363
29317,Rodriguez High School,District,Monique Clark,2547363
29318,Rodriguez High School,District,Craig Hill,2547363
29319,Rodriguez High School,District,Jason Mcgee,2547363
29320,Rodriguez High School,District,Matthew Coleman,2547363
29321,Rodriguez High School,District,Kelsey Jones,2547363
29322,Rodriguez High School,District,Michael Aguilar,2547363
29323,Rodriguez High School,District,Tracey Lopez,2547363
29324,Rodriguez High School,District,Carrie Norman,2547363
29325,Rodriguez High School,District,Damon Shah,2547363
29326,Rodriguez High School,District,Christina Bryant,2547363
29327,Rodriguez High School,District,Steven Schroeder,2547363
29328,Rodriguez High School,District,Heather Schwartz,2547363
29329,Rodriguez High School,District,Nicole Johnston,2547363
29330,Rodriguez High School,District,Kathy Moreno,2547363
29331,Rodriguez High School,District,Dennis Guzman,2547363
29332,Rodriguez High School,District,Mark Hines,2547363
29333,Rodriguez High School,District,Daniel Phillips,2547363
29334,Rodriguez High School,District,Tammy Mcgrath,2547363
29335,Rodriguez High School,District,Shawn Smith,2547363
29336,Rodriguez High School,District,Heidi Anderson,2547363
29337,Rodriguez High School,District,Deborah Gill,2547363
29338,Rodriguez High School,District,Albert Johnson,2547363
29339,Rodriguez High School,District,Alison Estrada,2547363
29340,Rodriguez High School,District,Angel Smith,2547363
29341,Rodriguez High School,District,Dawn Perkins,2547363
29342,Rodriguez High School,District,Erin Rivera,2547363
29343,Rodriguez High School,District,Samantha West,2547363
29344,Rodriguez High School,District,Justin Cline,2547363
29345,Rodriguez High School,District,Charles Collins,2547363
29346,Rodriguez High School,District,Jasmine Marks,2547363
29347,Rodriguez High School,District,Janet Fields,2547363
29348,Rodriguez High School,District,Regina Maldonado,2547363
29349,Rodriguez High School,District,Shelly Davis,2547363
29350,Rodriguez High School,District,Erica Knight,2547363
29351,Rodriguez High School,District,Patrick Smith,2547363
29352,Rodriguez High School,District,Aaron Pratt,2547363
29353,Rodriguez High School,District,Taylor Johnson,2547363
29354,Rodriguez High School,District,Julia Serrano,2547363
29355,Rodriguez High School,District,Jonathan Bryant,2547363
29356,Rodriguez High School,District,Sarah Davidson,2547363
29357,Rodriguez High School,District,Krista Davis,2547363
29358,Rodriguez High School,District,Spencer Pope,2547363
29359,Rodriguez High School,District,Dominic Martinez,2547363
29360,Rodriguez High School,District,Cynthia Williams,2547363
29361,Rodriguez High School,District,Rhonda Owens,2547363
29362,Rodriguez High School,District,James Webb,2547363
29363,Rodriguez High School,District,Katherine Edwards,2547363
29364,Rodriguez High School,District,Courtney Curtis,2547363
29365,Rodriguez High School,District,Rebecca Matthews,2547363
29366,Rodriguez High School,District,Terry Mitchell,2547363
29367,Rodriguez High School,District,Jessica Fleming,2547363
29368,Rodriguez High School,District,Dawn Wright,2547363
29369,Rodriguez High School,District,David Barton,2547363
29370,Rodriguez High School,District,Alyssa Brown,2547363
29371,Rodriguez High School,District,Ms. Emily Ford,2547363
29372,Rodriguez High School,District,Lance Jackson,2547363
29373,Rodriguez High School,District,Barry Nelson,2547363
29374,Rodriguez High School,District,Johnny Martin,2547363
29375,Rodriguez High School,District,Linda Jenkins,2547363
29376,Rodriguez High School,District,Tyler Gonzalez,2547363
29377,Rodriguez High School,District,Jay Martinez,2547363
29378,Rodriguez High School,District,Kevin Cummings,2547363
29379,Rodriguez High School,District,Bradley Torres,2547363
29380,Rodriguez High School,District,Matthew Griffin,2547363
29381,Rodriguez High School,District,Kyle Jones,2547363
29382,Rodriguez High School,District,Angela Campbell,2547363
29383,Rodriguez High School,District,Brian Bryant,2547363
29384,Rodriguez High School,District,Nathan Lowe,2547363
29385,Rodriguez High School,District,Darren Vincent,2547363
29386,Rodriguez High School,District,Timothy White,2547363
29387,Rodriguez High School,District,Mr. Isaiah Martinez DDS,2547363
29388,Rodriguez High School,District,Louis Freeman,2547363
29389,Rodriguez High School,District,Kayla Ryan,2547363
29390,Rodriguez High School,District,Monica Wilson,2547363
29391,Rodriguez High School,District,Christopher Moore PhD,2547363
29392,Rodriguez High School,District,Dillon Hill,2547363
29393,Rodriguez High School,District,Christopher Tate,2547363
29394,Rodriguez High School,District,Jordan Torres,2547363
29395,Rodriguez High School,District,Jeffrey Robles,2547363
29396,Rodriguez High School,District,Melinda Miller,2547363
29397,Rodriguez High School,District,Robert Davis,2547363
29398,Rodriguez High School,District,Logan Williams,2547363
29399,Rodriguez High School,District,Richard Watson,2547363
29400,Rodriguez High School,District,Timothy Burke,2547363
29401,Rodriguez High School,District,Gregory Jones,2547363
29402,Rodriguez High School,District,Sarah Austin,2547363
29403,Rodriguez High School,District,Joanne Weiss,2547363
29404,Rodriguez High School,District,Amanda Jennings,2547363
29405,Rodriguez High School,District,Barbara Thomas,2547363
29406,Rodriguez High School,District,Elizabeth Bell,2547363
29407,Rodriguez High School,District,Michael Sullivan,2547363
29408,Rodriguez High School,District,David Mahoney,2547363
29409,Rodriguez High School,District,Carolyn Abbott,2547363
29410,Rodriguez High School,District,Thomas Taylor,2547363
29411,Rodriguez High School,District,Megan James,2547363
29412,Rodriguez High School,District,Susan Velez,2547363
29413,Rodriguez High School,District,Jeffrey Buck,2547363
29414,Rodriguez High School,District,Sabrina Thompson,2547363
29415,Rodriguez High School,District,John Velasquez,2547363
29416,Rodriguez High School,District,Nicholas Fischer,2547363
29417,Rodriguez High School,District,Mr. Andrew Robinson,2547363
29418,Rodriguez High School,District,Rebecca Smith,2547363
29419,Rodriguez High School,District,Shelly Holmes,2547363
29420,Rodriguez High School,District,Mr. Ryan Gates,2547363
29421,Rodriguez High School,District,Seth Santos,2547363
29422,Rodriguez High School,District,Matthew Marshall,2547363
29423,Rodriguez High School,District,Laura Brady,2547363
29424,Rodriguez High School,District,Thomas Powell,2547363
29425,Rodriguez High School,District,Kelly Hampton,2547363
29426,Rodriguez High School,District,Rachel Lane,2547363
29427,Rodriguez High School,District,Julie Bass,2547363
29428,Rodriguez High School,District,Dustin Johnson,2547363
29429,Rodriguez High School,District,Sarah Arnold,2547363
29430,Rodriguez High School,District,Susan Ford,2547363
29431,Rodriguez High School,District,Bryan Torres,2547363
29432,Rodriguez High School,District,James Sawyer,2547363
29433,Rodriguez High School,District,Catherine Carney,2547363
29434,Rodriguez High School,District,Todd Cox,2547363
29435,Rodriguez High School,District,Pamela Morgan,2547363
29436,Rodriguez High School,District,Linda Schmidt,2547363
29437,Rodriguez High School,District,Olivia Cook,2547363
29438,Rodriguez High School,District,Shelby Jimenez,2547363
29439,Rodriguez High School,District,Marilyn Green,2547363
29440,Rodriguez High School,District,Whitney Allen,2547363
29441,Rodriguez High School,District,Donna Collins,2547363
29442,Rodriguez High School,District,Grace Palmer,2547363
29443,Rodriguez High School,District,Kelly Gonzalez,2547363
29444,Rodriguez High School,District,Jennifer Hawkins,2547363
29445,Rodriguez High School,District,Jean Allen,2547363
29446,Rodriguez High School,District,Ethan Roberts,2547363
29447,Rodriguez High School,District,Katrina Diaz,2547363
29448,Rodriguez High School,District,Kristin Perez,2547363
29449,Rodriguez High School,District,Barbara Jefferson,2547363
29450,Rodriguez High School,District,Stephanie Robinson,2547363
29451,Rodriguez High School,District,John Nelson,2547363
29452,Rodriguez High School,District,Joseph Harrison,2547363
29453,Rodriguez High School,District,Julie Reynolds,2547363
29454,Rodriguez High School,District,Mary Wood,2547363
29455,Rodriguez High School,District,Mary Gomez,2547363
29456,Rodriguez High School,District,John Fitzgerald MD,2547363
29457,Rodriguez High School,District,Desiree Torres,2547363
29458,Rodriguez High School,District,Dawn Banks,2547363
29459,Rodriguez High School,District,Justin Conrad,2547363
29460,Rodriguez High School,District,Gail Page PhD,2547363
29461,Rodriguez High School,District,Cheryl Richards MD,2547363
29462,Rodriguez High School,District,Amber Roberts,2547363
29463,Rodriguez High School,District,Sean Andrews,2547363
29464,Rodriguez High School,District,Stephen Martin,2547363
29465,Rodriguez High School,District,Gary Levy,2547363
29466,Rodriguez High School,District,Miranda Taylor,2547363
29467,Rodriguez High School,District,Todd Sandoval DVM,2547363
29468,Rodriguez High School,District,Mr. Brendan Watson,2547363
29469,Rodriguez High School,District,Jennifer Jackson,2547363
29470,Rodriguez High School,District,David Lane,2547363
29471,Rodriguez High School,District,Danielle Rivera,2547363
29472,Rodriguez High School,District,Jeffrey Wallace,2547363
29473,Rodriguez High School,District,Casey Smith,2547363
29474,Rodriguez High School,District,Amanda Gonzalez,2547363
29475,Rodriguez High School,District,Matthew Sawyer,2547363
29476,Rodriguez High School,District,Darlene Garrison,2547363
29477,Rodriguez High School,District,Mr. Brandon Bryan,2547363
29478,Rodriguez High School,District,Mrs. Karen Wright MD,2547363
29479,Rodriguez High School,District,Katie Martin,2547363
29480,Rodriguez High School,District,Theresa Smith,2547363
29481,Rodriguez High School,District,Patrick Jackson,2547363
29482,Rodriguez High School,District,Walter Jones,2547363
29483,Rodriguez High School,District,Carolyn Whitehead,2547363
29484,Rodriguez High School,District,Stacy Duncan,2547363
29485,Rodriguez High School,District,Elizabeth Taylor,2547363
29486,Rodriguez High School,District,Susan Schultz,2547363
29487,Rodriguez High School,District,Nicholas Clark,2547363
29488,Rodriguez High School,District,Daryl Hernandez,2547363
29489,Rodriguez High School,District,Elizabeth Smith,2547363
29490,Rodriguez High School,District,Jason Gordon,2547363
29491,Rodriguez High School,District,Bradley Diaz,2547363
29492,Rodriguez High School,District,Samantha Ross,2547363
29493,Rodriguez High School,District,Jason Ortiz,2547363
29494,Rodriguez High School,District,Adrian Smith,2547363
29495,Rodriguez High School,District,Taylor Blevins,2547363
29496,Rodriguez High School,District,Rhonda Stevenson MD,2547363
29497,Rodriguez High School,District,Kara Hawkins,2547363
29498,Rodriguez High School,District,John Blake,2547363
29499,Rodriguez High School,District,Christopher Hines,2547363
29500,Rodriguez High School,District,Robin Ramsey,2547363
29501,Rodriguez High School,District,Taylor Brown,2547363
29502,Rodriguez High School,District,Nicole Cannon,2547363
29503,Rodriguez High School,District,Danielle Cook MD,2547363
29504,Rodriguez High School,District,Amy Smith,2547363
29505,Rodriguez High School,District,Eric Hernandez,2547363
29506,Rodriguez High School,District,James Hall,2547363
29507,Rodriguez High School,District,Holly Smith,2547363
29508,Rodriguez High School,District,Tyrone Gomez,2547363
29509,Rodriguez High School,District,Ms. Taylor Velazquez,2547363
29510,Rodriguez High School,District,Lori Chavez,2547363
29511,Rodriguez High School,District,Linda Wilson,2547363
29512,Rodriguez High School,District,Julie Wells,2547363
29513,Rodriguez High School,District,Jennifer Mosley,2547363
29514,Rodriguez High School,District,Derek Green,2547363
29515,Rodriguez High School,District,Michelle Porter DDS,2547363
29516,Rodriguez High School,District,Renee Reeves,2547363
29517,Rodriguez High School,District,Jordan White,2547363
29518,Rodriguez High School,District,Carolyn May,2547363
29519,Rodriguez High School,District,Ernest Burke,2547363
29520,Rodriguez High School,District,Jeffrey Gonzales,2547363
29521,Rodriguez High School,District,Larry Nunez,2547363
29522,Rodriguez High School,District,Ryan Gomez II,2547363
29523,Rodriguez High School,District,Linda Tucker,2547363
29524,Rodriguez High School,District,Thomas Sanders,2547363
29525,Rodriguez High School,District,Jesse Nguyen,2547363
29526,Rodriguez High School,District,Alexis Bates,2547363
29527,Rodriguez High School,District,Christopher Herrera,2547363
29528,Rodriguez High School,District,Jason Harrington,2547363
29529,Rodriguez High School,District,Ashley Marshall,2547363
29530,Rodriguez High School,District,Michaela Campbell,2547363
29531,Rodriguez High School,District,Amanda Griffin,2547363
29532,Rodriguez High School,District,Alexandra Henderson,2547363
29533,Rodriguez High School,District,Ross Gentry,2547363
29534,Rodriguez High School,District,Kristy Adkins,2547363
29535,Rodriguez High School,District,James Guzman,2547363
29536,Rodriguez High School,District,Caitlin Jacobson,2547363
29537,Rodriguez High School,District,Melissa Campos,2547363
29538,Rodriguez High School,District,Lee Wilson,2547363
29539,Rodriguez High School,District,Tonya Butler,2547363
29540,Rodriguez High School,District,Peggy Reynolds,2547363
29541,Rodriguez High School,District,Terry Hatfield,2547363
29542,Rodriguez High School,District,Andre Mann,2547363
29543,Rodriguez High School,District,Shawn Berger,2547363
29544,Rodriguez High School,District,Terry Price,2547363
29545,Rodriguez High School,District,Stacy Cunningham,2547363
29546,Rodriguez High School,District,Ashley Cooper,2547363
29547,Rodriguez High School,District,Benjamin Rose,2547363
29548,Rodriguez High School,District,Jason Greene,2547363
29549,Rodriguez High School,District,David Evans,2547363
29550,Rodriguez High School,District,Melissa Wagner,2547363
29551,Rodriguez High School,District,Austin Morrison,2547363
29552,Rodriguez High School,District,Brent Ramirez,2547363
29553,Rodriguez High School,District,Lori Burnett,2547363
29554,Rodriguez High School,District,Heather Drake,2547363
29555,Rodriguez High School,District,Aaron Jackson,2547363
29556,Rodriguez High School,District,Sheila Bennett,2547363
29557,Rodriguez High School,District,Cheryl Herrera,2547363
29558,Rodriguez High School,District,Anna Olson,2547363
29559,Rodriguez High School,District,Bryan Aguirre,2547363
29560,Rodriguez High School,District,Lauren Mosley,2547363
29561,Rodriguez High School,District,Amy Andrews,2547363
29562,Rodriguez High School,District,Angela Hall,2547363
29563,Rodriguez High School,District,Kathryn Goodwin,2547363
29564,Rodriguez High School,District,Nathan Moore,2547363
29565,Rodriguez High School,District,Teresa Carter,2547363
29566,Rodriguez High School,District,Jason Wood,2547363
29567,Rodriguez High School,District,Michael Lee,2547363
29568,Rodriguez High School,District,David Wilson,2547363
29569,Rodriguez High School,District,Angela Scott,2547363
29570,Rodriguez High School,District,Edward Santiago,2547363
29571,Rodriguez High School,District,Robert Evans,2547363
29572,Rodriguez High School,District,Joseph Fisher,2547363
29573,Rodriguez High School,District,David Smith,2547363
29574,Rodriguez High School,District,Matthew Ramsey,2547363
29575,Rodriguez High School,District,Andrew Gates,2547363
29576,Rodriguez High School,District,Sharon Friedman,2547363
29577,Rodriguez High School,District,Katherine Brown,2547363
29578,Rodriguez High School,District,Laura Castillo,2547363
29579,Rodriguez High School,District,Logan Russell,2547363
29580,Rodriguez High School,District,Michelle Clark,2547363
29581,Rodriguez High School,District,Melissa Stewart,2547363
29582,Rodriguez High School,District,Deborah Harris,2547363
29583,Rodriguez High School,District,Tyler Jones,2547363
29584,Rodriguez High School,District,Steven Lee,2547363
29585,Rodriguez High School,District,Kaitlin Harvey,2547363
29586,Rodriguez High School,District,Cynthia Mendoza,2547363
29587,Rodriguez High School,District,Tyler Jones,2547363
29588,Rodriguez High School,District,Brian Martin,2547363
29589,Rodriguez High School,District,Richard Scott,2547363
29590,Rodriguez High School,District,Kerry Andersen,2547363
29591,Rodriguez High School,District,John Parker,2547363
29592,Rodriguez High School,District,Ashley Sanchez,2547363
29593,Rodriguez High School,District,Alex Cooper,2547363
29594,Rodriguez High School,District,Gregory Hughes,2547363
29595,Rodriguez High School,District,John Campbell,2547363
29596,Rodriguez High School,District,Trevor Barber,2547363
29597,Rodriguez High School,District,Nancy Byrd,2547363
29598,Rodriguez High School,District,Mrs. Rachel Hensley,2547363
29599,Rodriguez High School,District,Matthew Campbell,2547363
29600,Rodriguez High School,District,Laura Williams,2547363
29601,Rodriguez High School,District,Monica Lee,2547363
29602,Rodriguez High School,District,Lynn Steele,2547363
29603,Rodriguez High School,District,Thomas Smith,2547363
29604,Rodriguez High School,District,Christopher Olson,2547363
29605,Rodriguez High School,District,Wayne Fowler,2547363
29606,Rodriguez High School,District,David Harmon,2547363
29607,Rodriguez High School,District,Devin Hicks,2547363
29608,Rodriguez High School,District,Ryan Evans,2547363
29609,Rodriguez High School,District,Savannah Alexander,2547363
29610,Rodriguez High School,District,Tony Ruiz,2547363
29611,Rodriguez High School,District,Alejandro Simpson,2547363
29612,Rodriguez High School,District,Ronald Brown,2547363
29613,Rodriguez High School,District,Richard West,2547363
29614,Rodriguez High School,District,Michelle Long,2547363
29615,Rodriguez High School,District,John Brown,2547363
29616,Rodriguez High School,District,Donald Gordon,2547363
29617,Rodriguez High School,District,Melissa Shannon,2547363
29618,Rodriguez High School,District,Eric Ward,2547363
29619,Rodriguez High School,District,Joan Rice,2547363
29620,Rodriguez High School,District,Alexa Hayes,2547363
29621,Rodriguez High School,District,Kimberly Watson,2547363
29622,Rodriguez High School,District,Cody Nguyen,2547363
29623,Rodriguez High School,District,Aaron Meyers,2547363
29624,Rodriguez High School,District,Aaron Welch,2547363
29625,Rodriguez High School,District,Laurie Carrillo,2547363
29626,Rodriguez High School,District,Joshua Wilson,2547363
29627,Rodriguez High School,District,Vincent Hill,2547363
29628,Rodriguez High School,District,Mrs. Cynthia Lawrence,2547363
29629,Rodriguez High School,District,Mark Norris,2547363
29630,Rodriguez High School,District,Ashley Aguirre,2547363
29631,Rodriguez High School,District,Shannon Braun,2547363
29632,Rodriguez High School,District,Jonathon Ortega,2547363
29633,Rodriguez High School,District,Noah Chandler,2547363
29634,Rodriguez High School,District,Austin Gordon,2547363
29635,Rodriguez High School,District,Erik Gentry,2547363
29636,Rodriguez High School,District,Mariah Jackson,2547363
29637,Rodriguez High School,District,William Mckenzie,2547363
29638,Rodriguez High School,District,Melissa Taylor,2547363
29639,Rodriguez High School,District,Michael Barry,2547363
29640,Rodriguez High School,District,Sarah King,2547363
29641,Rodriguez High School,District,Jeffrey Figueroa,2547363
29642,Rodriguez High School,District,Daniel Smith,2547363
29643,Rodriguez High School,District,Linda Lawson,2547363
29644,Rodriguez High School,District,Steven Davies,2547363
29645,Rodriguez High School,District,Daniel Thompson,2547363
29646,Rodriguez High School,District,Daniel Hall,2547363
29647,Rodriguez High School,District,Stephanie Davis,2547363
29648,Rodriguez High School,District,Julia Johnson,2547363
29649,Rodriguez High School,District,Michael Frost,2547363
29650,Rodriguez High School,District,Beth Goodwin,2547363
29651,Rodriguez High School,District,George Miller,2547363
29652,Rodriguez High School,District,Steven Brown,2547363
29653,Rodriguez High School,District,Nicholas Duncan,2547363
29654,Rodriguez High School,District,Stacy Taylor,2547363
29655,Rodriguez High School,District,Scott Morris,2547363
29656,Rodriguez High School,District,Mary Burton,2547363
29657,Rodriguez High School,District,Elizabeth Potts,2547363
29658,Rodriguez High School,District,Jennifer Cooper,2547363
29659,Rodriguez High School,District,Christian Martinez,2547363
29660,Rodriguez High School,District,Mark Greene,2547363
29661,Rodriguez High School,District,Allen Gross,2547363
29662,Rodriguez High School,District,Daniel Ramirez,2547363
29663,Rodriguez High School,District,Curtis Fitzpatrick,2547363
29664,Rodriguez High School,District,Matthew Pratt,2547363
29665,Rodriguez High School,District,Lisa Hudson,2547363
29666,Rodriguez High School,District,Douglas Sandoval,2547363
29667,Rodriguez High School,District,Jeremy Smith,2547363
29668,Rodriguez High School,District,Alex Osborne,2547363
29669,Rodriguez High School,District,Katrina Murillo,2547363
29670,Rodriguez High School,District,Roberto Allen,2547363
29671,Rodriguez High School,District,Michael Hester,2547363
29672,Rodriguez High School,District,Jeffrey Graham,2547363
29673,Rodriguez High School,District,Christopher Carr,2547363
29674,Rodriguez High School,District,Aaron Schultz,2547363
29675,Rodriguez High School,District,William Ferguson,2547363
29676,Rodriguez High School,District,Peggy Duffy,2547363
29677,Rodriguez High School,District,Joseph Zamora,2547363
29678,Rodriguez High School,District,Patricia Warren,2547363
29679,Rodriguez High School,District,Andrew Mckenzie,2547363
29680,Rodriguez High School,District,Jordan Delgado,2547363
29681,Rodriguez High School,District,Kenneth Johnson,2547363
29682,Rodriguez High School,District,Tammy Smith,2547363
29683,Rodriguez High School,District,James Bradley,2547363
29684,Rodriguez High School,District,Zachary Ramos,2547363
29685,Rodriguez High School,District,Jaime Lloyd,2547363
29686,Rodriguez High School,District,Andrea Alvarez,2547363
29687,Rodriguez High School,District,Scott White,2547363
29688,Rodriguez High School,District,Nicole Savage,2547363
29689,Rodriguez High School,District,Andrew Crawford,2547363
29690,Rodriguez High School,District,Aaron Deleon,2547363
29691,Rodriguez High School,District,Jesse Becker,2547363
29692,Rodriguez High School,District,Gregory Romero,2547363
29693,Rodriguez High School,District,Kara Bailey,2547363
29694,Rodriguez High School,District,Jon Little,2547363
29695,Rodriguez High School,District,Jessica Green,2547363
29696,Rodriguez High School,District,Glenda Conner,2547363
29697,Rodriguez High School,District,Denise Johnson,2547363
29698,Rodriguez High School,District,Shane Porter,2547363
29699,Rodriguez High School,District,Jason Green,2547363
29700,Rodriguez High School,District,Joseph Hamilton,2547363
29701,Rodriguez High School,District,Jose White,2547363
29702,Rodriguez High School,District,Hunter Brown,2547363
29703,Rodriguez High School,District,Heather Bauer,2547363
29704,Rodriguez High School,District,Anthony Krause,2547363
29705,Rodriguez High School,District,Joel Morrison,2547363
